s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_WOOD,MLR_PRODUCTS
 1.5120472E+001, 4.7430648E+002, 0.0000000E+000,-1.5814149E+002,-3.8339316E+002,-1.6262835E+001, 1.3311053E-001, 0.0000000E+000, 0.0000000E+000,-8.5927711E+001,-8.3357898E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5189002E+001, 4.9103347E+002, 0.0000000E+000,-1.6960358E+002,-3.5840351E+002,-1.6296061E+001, 1.3129956E-001, 0.0000000E+000, 0.0000000E+000,-5.4841420E+001,-5.3138379E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5248126E+001, 4.9836946E+002, 0.0000000E+000,-1.7415229E+002,-3.2315315E+002,-1.7436327E+001, 1.3234630E-001, 0.0000000E+000, 0.0000000E+000,-2.0695638E+001,-1.6239964E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5307249E+001, 5.0541199E+002, 0.0000000E+000,-1.7398747E+002,-2.9237592E+002,-1.6711080E+001, 1.3254927E-001, 0.0000000E+000, 0.0000000E+000, 1.9951145E+001, 2.2470067E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5369329E+001, 5.1619836E+002, 0.0000000E+000,-1.7962630E+002,-2.6923324E+002,-1.6289640E+001, 1.3154955E-001, 0.0000000E+000, 0.0000000E+000, 5.0331167E+001, 5.1180734E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5434365E+001, 5.1179997E+002, 0.0000000E+000,-1.7899074E+002,-2.6151851E+002,-1.6469376E+001, 1.3160026E-001, 0.0000000E+000, 0.0000000E+000, 5.7524794E+001, 5.4952949E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5491109E+001, 5.0970693E+002, 0.0000000E+000,-1.7755450E+002,-2.7148522E+002,-1.7087146E+001, 1.3104923E-001, 0.0000000E+000, 0.0000000E+000, 4.6913149E+001, 4.3711114E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5547853E+001, 5.1820488E+002, 0.0000000E+000,-1.7498119E+002,-2.9347065E+002,-1.7495130E+001, 1.3215596E-001, 0.0000000E+000, 0.0000000E+000, 3.4770845E+001, 3.2390061E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5604596E+001, 5.1486554E+002, 0.0000000E+000,-1.7091762E+002,-3.1689703E+002,-1.7975738E+001, 1.3284973E-001, 0.0000000E+000, 0.0000000E+000, 1.2727859E+001, 9.2080069E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5661340E+001, 5.0991078E+002, 0.0000000E+000,-1.6832383E+002,-3.3414665E+002,-1.8055261E+001, 1.3437692E-001, 0.0000000E+000, 0.0000000E+000,-5.8440765E+000,-1.0480586E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5727624E+001, 4.9888275E+002, 0.0000000E+000,-1.6359787E+002,-3.4583389E+002,-1.8514460E+001, 1.3274528E-001, 0.0000000E+000, 0.0000000E+000,-2.3767610E+001,-2.8930727E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5790810E+001, 4.6811532E+002, 0.0000000E+000,-1.5051684E+002,-3.5068163E+002,-1.8718490E+001, 1.3223924E-001, 0.0000000E+000, 0.0000000E+000,-4.6019255E+001,-5.1669401E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5841358E+001, 4.4860214E+002, 0.0000000E+000,-1.3938753E+002,-3.5155955E+002,-1.8582168E+001, 1.3093350E-001, 0.0000000E+000, 0.0000000E+000,-5.7707792E+001,-6.0796166E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5904544E+001, 4.4419049E+002, 0.0000000E+000,-1.3680597E+002,-3.4684439E+002,-1.8894489E+001, 1.3039888E-001, 0.0000000E+000, 0.0000000E+000,-5.6551917E+001,-5.8223953E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.5967730E+001, 4.4542514E+002, 0.0000000E+000,-1.4142336E+002,-3.3523108E+002,-1.8302622E+001, 1.3051091E-001, 0.0000000E+000, 0.0000000E+000,-4.7767543E+001,-4.9401407E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6022070E+001, 4.6619298E+002, 0.0000000E+000,-1.4628666E+002,-3.2364788E+002,-1.7744022E+001, 1.3108313E-001, 0.0000000E+000, 0.0000000E+000,-2.4746746E+001,-2.1354495E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6080452E+001, 4.9785758E+002, 0.0000000E+000,-1.5632183E+002,-3.1538330E+002,-1.6839180E+001, 1.3313620E-001, 0.0000000E+000, 0.0000000E+000, 4.6061996E+000, 9.4464029E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6141617E+001, 5.2648111E+002, 0.0000000E+000,-1.6808677E+002,-3.0791094E+002,-1.5220558E+001, 1.3378928E-001, 0.0000000E+000, 0.0000000E+000, 3.2391452E+001, 3.5396626E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6208897E+001, 5.5087789E+002, 0.0000000E+000,-1.8284369E+002,-2.9260219E+002,-1.5621626E+001, 1.3622088E-001, 0.0000000E+000, 0.0000000E+000, 6.1647014E+001, 5.9946606E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6272619E+001, 5.4476432E+002, 0.0000000E+000,-1.8155617E+002,-2.7080469E+002,-1.4818245E+001, 1.3456326E-001, 0.0000000E+000, 0.0000000E+000, 7.5356245E+001, 7.7719790E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6332785E+001, 5.3993383E+002, 0.0000000E+000,-1.8092214E+002,-2.5516518E+002,-1.4626762E+001, 1.3410820E-001, 0.0000000E+000, 0.0000000E+000, 9.2639376E+001, 8.9353855E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6392948E+001, 5.1785568E+002, 0.0000000E+000,-1.7804067E+002,-2.4915330E+002,-1.5563496E+001, 1.3365993E-001, 0.0000000E+000, 0.0000000E+000, 8.2491684E+001, 7.5231865E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6453114E+001, 4.9903205E+002, 0.0000000E+000,-1.6937463E+002,-2.5415083E+002,-1.6927904E+001, 1.3465174E-001, 0.0000000E+000, 0.0000000E+000, 6.3330370E+001, 5.8713332E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6513277E+001, 4.8833578E+002, 0.0000000E+000,-1.6551538E+002,-2.7571831E+002,-1.7401552E+001, 1.3357471E-001, 0.0000000E+000, 0.0000000E+000, 3.5263291E+001, 2.9834113E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6573442E+001, 4.8013310E+002, 0.0000000E+000,-1.5874244E+002,-3.1494480E+002,-1.7826697E+001, 1.3328719E-001, 0.0000000E+000, 0.0000000E+000,-3.8600421E+000,-1.1247558E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6633606E+001, 4.8290224E+002, 0.0000000E+000,-1.5483685E+002,-3.6182644E+002,-1.8254300E+001, 1.3353177E-001, 0.0000000E+000, 0.0000000E+000,-4.6563601E+001,-5.1881826E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6693771E+001, 4.8527914E+002, 0.0000000E+000,-1.5200110E+002,-3.8991775E+002,-1.8378571E+001, 1.3389450E-001, 0.0000000E+000, 0.0000000E+000,-7.2470654E+001,-7.4884393E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6753935E+001, 4.9243250E+002, 0.0000000E+000,-1.5788559E+002,-3.8676360E+002,-1.8549231E+001, 1.3399990E-001, 0.0000000E+000, 0.0000000E+000,-6.8017525E+001,-7.0631922E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6814100E+001, 4.9219245E+002, 0.0000000E+000,-1.5871193E+002,-3.6983983E+002,-1.8851056E+001, 1.3263556E-001, 0.0000000E+000, 0.0000000E+000,-5.6775192E+001,-5.5077730E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6870716E+001, 5.0903152E+002, 0.0000000E+000,-1.6070513E+002,-3.5004098E+002,-1.8237168E+001, 1.3365439E-001, 0.0000000E+000, 0.0000000E+000,-2.2669270E+001,-1.9818114E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6923786E+001, 5.1385405E+002, 0.0000000E+000,-1.7046951E+002,-3.3914605E+002,-1.7815443E+001, 1.3401469E-001, 0.0000000E+000, 0.0000000E+000,-8.7726335E+000,-1.3442944E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.6990122E+001, 5.1642693E+002, 0.0000000E+000,-1.6657501E+002,-3.3646651E+002,-1.7404899E+001, 1.3391370E-001, 0.0000000E+000, 0.0000000E+000,-4.8816347E+000,-3.8855828E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7046862E+001, 5.1318680E+002, 0.0000000E+000,-1.6480071E+002,-3.3229902E+002,-1.6958641E+001, 1.3345223E-001, 0.0000000E+000, 0.0000000E+000, 1.9790604E+000,-7.3812297E-001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7112949E+001, 5.0045428E+002, 0.0000000E+000,-1.5938411E+002,-3.2752387E+002,-1.7163831E+001, 1.3238607E-001, 0.0000000E+000, 0.0000000E+000, 1.2968071E+000,-3.4851430E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7169966E+001, 4.7602489E+002, 0.0000000E+000,-1.5438013E+002,-3.2300738E+002,-1.7161441E+001, 1.3070113E-001, 0.0000000E+000, 0.0000000E+000,-1.4253521E+001,-1.8393355E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7226982E+001, 4.7144560E+002, 0.0000000E+000,-1.5603457E+002,-3.2165316E+002,-1.7248221E+001, 1.2844782E-001, 0.0000000E+000, 0.0000000E+000,-2.1560485E+001,-2.3361901E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7283997E+001, 4.8765180E+002, 0.0000000E+000,-1.6390899E+002,-3.1767971E+002,-1.7548967E+001, 1.2917159E-001, 0.0000000E+000, 0.0000000E+000,-1.2001239E+001,-1.1356697E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7341013E+001, 5.1365996E+002, 0.0000000E+000,-1.7314176E+002,-3.1474366E+002,-1.6986559E+001, 1.3129657E-001, 0.0000000E+000, 0.0000000E+000, 6.5620438E+000, 8.9192830E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7412285E+001, 5.3952682E+002, 0.0000000E+000,-1.8487770E+002,-3.1241831E+002,-1.5937598E+001, 1.3161093E-001, 0.0000000E+000, 0.0000000E+000, 2.6661836E+001, 2.6424826E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7469299E+001, 5.2928749E+002, 0.0000000E+000,-1.8105933E+002,-3.0637954E+002,-1.6819457E+001, 1.3034587E-001, 0.0000000E+000, 0.0000000E+000, 2.5828516E+001, 2.5159499E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7526316E+001, 5.2495648E+002, 0.0000000E+000,-1.7057379E+002,-3.0717128E+002,-1.7405644E+001, 1.3021471E-001, 0.0000000E+000, 0.0000000E+000, 3.0923237E+001, 2.9935983E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7583332E+001, 5.1248578E+002, 0.0000000E+000,-1.5942925E+002,-3.1269800E+002,-1.7915182E+001, 1.3255756E-001, 0.0000000E+000, 0.0000000E+000, 2.6267198E+001, 2.2575909E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7640348E+001, 5.0293449E+002, 0.0000000E+000,-1.5232571E+002,-3.1872111E+002,-1.7619663E+001, 1.3342231E-001, 0.0000000E+000, 0.0000000E+000, 1.8090018E+001, 1.4401433E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7706896E+001, 4.8036672E+002, 0.0000000E+000,-1.4338812E+002,-3.1588159E+002,-1.8267154E+001, 1.3264810E-001, 0.0000000E+000, 0.0000000E+000, 6.7603368E+000, 2.9625024E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7760149E+001, 4.6875252E+002, 0.0000000E+000,-1.4365620E+002,-3.0655181E+002,-1.9180976E+001, 1.3294854E-001, 0.0000000E+000, 0.0000000E+000, 4.9277252E+000,-5.0351767E-001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7829885E+001, 4.6525889E+002, 0.0000000E+000,-1.4710376E+002,-3.1085219E+002,-1.9763529E+001, 1.3326883E-001, 0.0000000E+000, 0.0000000E+000,-7.4222434E+000,-1.2327317E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7885674E+001, 4.6274645E+002, 0.0000000E+000,-1.5140339E+002,-3.1965500E+002,-1.8978009E+001, 1.3430228E-001, 0.0000000E+000, 0.0000000E+000,-2.3276940E+001,-2.7155654E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.7945648E+001, 4.7277038E+002, 0.0000000E+000,-1.5464051E+002,-3.2196834E+002,-1.8337133E+001, 1.3442021E-001, 0.0000000E+000, 0.0000000E+000,-2.2740229E+001,-2.2041186E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8007015E+001, 4.7675091E+002, 0.0000000E+000,-1.5753425E+002,-3.1467252E+002,-1.8060535E+001, 1.3384342E-001, 0.0000000E+000, 0.0000000E+000,-1.2649393E+001,-1.3382550E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8068384E+001, 4.9721349E+002, 0.0000000E+000,-1.6728373E+002,-3.0613522E+002,-1.7605145E+001, 1.3599481E-001, 0.0000000E+000, 0.0000000E+000, 7.0032114E+000, 6.3253919E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8129753E+001, 5.1052630E+002, 0.0000000E+000,-1.7241644E+002,-2.9993012E+002,-1.6909257E+001, 1.3532801E-001, 0.0000000E+000, 0.0000000E+000, 1.9174248E+001, 2.1405811E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8191120E+001, 5.3297939E+002, 0.0000000E+000,-1.8213202E+002,-2.9594333E+002,-1.6339276E+001, 1.3461611E-001, 0.0000000E+000, 0.0000000E+000, 3.6936651E+001, 3.8699389E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8250671E+001, 5.4573146E+002, 0.0000000E+000,-1.9992731E+002,-2.8357593E+002,-1.7003975E+001, 1.3416244E-001, 0.0000000E+000, 0.0000000E+000, 5.0213591E+001, 4.5358407E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8304766E+001, 5.3473467E+002, 0.0000000E+000,-1.9216764E+002,-2.7516742E+002,-1.7574634E+001, 1.3452000E-001, 0.0000000E+000, 0.0000000E+000, 5.1975318E+001, 4.9959493E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8372385E+001, 5.1283132E+002, 0.0000000E+000,-1.7572971E+002,-2.7684456E+002,-1.8315641E+001, 1.3265575E-001, 0.0000000E+000, 0.0000000E+000, 4.6800377E+001, 4.2074069E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8426479E+001, 4.9233302E+002, 0.0000000E+000,-1.6489076E+002,-2.9772598E+002,-1.8760301E+001, 1.3249297E-001, 0.0000000E+000, 0.0000000E+000, 2.0574629E+001, 1.1088463E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8480576E+001, 4.7961272E+002, 0.0000000E+000,-1.5786398E+002,-3.2187217E+002,-1.9013807E+001, 1.3284248E-001, 0.0000000E+000, 0.0000000E+000,-1.4086137E+001,-1.9004385E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8540081E+001, 4.8171173E+002, 0.0000000E+000,-1.5429402E+002,-3.4716914E+002,-1.9521535E+001, 1.3142396E-001, 0.0000000E+000, 0.0000000E+000,-3.6599981E+001,-3.9141535E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8614462E+001, 4.9284119E+002, 0.0000000E+000,-1.5630079E+002,-3.6684523E+002,-1.9784369E+001, 1.3002408E-001, 0.0000000E+000, 0.0000000E+000,-4.6629324E+001,-4.9959179E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8673965E+001, 4.8664292E+002, 0.0000000E+000,-1.5254041E+002,-3.5908216E+002,-1.9631945E+001, 1.2925855E-001, 0.0000000E+000, 0.0000000E+000,-4.2359480E+001,-4.4482336E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8733471E+001, 4.8324622E+002, 0.0000000E+000,-1.4825234E+002,-3.3915359E+002,-1.8934819E+001, 1.3160472E-001, 0.0000000E+000, 0.0000000E+000,-2.3886907E+001,-2.2962923E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8795952E+001, 4.8844674E+002, 0.0000000E+000,-1.5707292E+002,-3.2109067E+002,-1.8170857E+001, 1.3184276E-001, 0.0000000E+000, 0.0000000E+000,-5.9523321E+000,-7.7558615E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8845043E+001, 4.9840895E+002, 0.0000000E+000,-1.6117598E+002,-3.0176845E+002,-1.7366533E+001, 1.3038589E-001, 0.0000000E+000, 0.0000000E+000, 1.4609430E+001, 1.8228376E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8910498E+001, 5.0510576E+002, 0.0000000E+000,-1.6236557E+002,-2.8765835E+002,-1.7351394E+001, 1.3059370E-001, 0.0000000E+000, 0.0000000E+000, 3.7146474E+001, 3.7861039E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.8970350E+001, 5.3571051E+002, 0.0000000E+000,-1.6719523E+002,-2.8154459E+002,-1.7380293E+001, 1.3127585E-001, 0.0000000E+000, 0.0000000E+000, 6.3838864E+001, 6.9721668E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9028336E+001, 5.3544579E+002, 0.0000000E+000,-1.8186696E+002,-2.8009481E+002,-1.7320192E+001, 1.3074025E-001, 0.0000000E+000, 0.0000000E+000, 6.7264955E+001, 5.6294564E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9080742E+001, 5.0511260E+002, 0.0000000E+000,-1.7059600E+002,-2.8385443E+002,-1.7759756E+001, 1.3039726E-001, 0.0000000E+000, 0.0000000E+000, 3.8739285E+001, 3.3032803E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9143656E+001, 4.9404113E+002, 0.0000000E+000,-1.6188657E+002,-2.9833541E+002,-1.7941711E+001, 1.2951612E-001, 0.0000000E+000, 0.0000000E+000, 1.9382128E+001, 1.6006947E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9202177E+001, 4.8766874E+002, 0.0000000E+000,-1.5424916E+002,-3.1199641E+002,-1.7690565E+001, 1.3143113E-001, 0.0000000E+000, 0.0000000E+000, 6.1925942E+000, 3.8640267E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9266552E+001, 4.8814378E+002, 0.0000000E+000,-1.4883847E+002,-3.2757087E+002,-1.7346198E+001, 1.3332500E-001, 0.0000000E+000, 0.0000000E+000,-3.8889280E+000,-5.4784232E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9330925E+001, 4.8790383E+002, 0.0000000E+000,-1.4897442E+002,-3.5001005E+002,-1.8909838E+001, 1.3297916E-001, 0.0000000E+000, 0.0000000E+000,-2.3122724E+001,-2.9857500E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9382423E+001, 4.8262995E+002, 0.0000000E+000,-1.4616142E+002,-3.5720350E+002,-1.8658662E+001, 1.3412126E-001, 0.0000000E+000, 0.0000000E+000,-3.8449365E+001,-3.9259507E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9449373E+001, 4.8529677E+002, 0.0000000E+000,-1.5172873E+002,-3.4884204E+002,-1.8091019E+001, 1.3418015E-001, 0.0000000E+000, 0.0000000E+000,-3.2326170E+001,-3.3230837E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9507437E+001, 5.0544941E+002, 0.0000000E+000,-1.6187450E+002,-3.3577124E+002,-1.7909407E+001, 1.3303386E-001, 0.0000000E+000, 0.0000000E+000,-8.8809453E+000,-9.9727026E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9569752E+001, 5.0646736E+002, 0.0000000E+000,-1.6467176E+002,-3.2549261E+002,-1.7833055E+001, 1.3264707E-001, 0.0000000E+000, 0.0000000E+000,-2.1615043E+000,-1.3974091E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9632065E+001, 5.0997156E+002, 0.0000000E+000,-1.6933861E+002,-3.1440358E+002,-1.7488894E+001, 1.3394239E-001, 0.0000000E+000, 0.0000000E+000, 9.9586190E+000, 8.8744203E+000, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9694380E+001, 5.3323115E+002, 0.0000000E+000,-1.7944249E+002,-3.0134986E+002,-1.7008351E+001, 1.3624365E-001, 0.0000000E+000, 0.0000000E+000, 3.4155510E+001, 3.5566691E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9741114E+001, 5.3575129E+002, 0.0000000E+000,-1.7953692E+002,-2.9238335E+002,-1.6907808E+001, 1.3561467E-001, 0.0000000E+000, 0.0000000E+000, 4.8670027E+001, 4.7058814E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9805227E+001, 5.3782574E+002, 0.0000000E+000,-1.8105312E+002,-2.8764926E+002,-1.6252816E+001, 1.3616546E-001, 0.0000000E+000, 0.0000000E+000, 5.4046486E+001, 5.3006701E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9869339E+001, 5.1290256E+002, 0.0000000E+000,-1.7646883E+002,-2.8366150E+002,-1.7075497E+001, 1.3711950E-001, 0.0000000E+000, 0.0000000E+000, 4.1807666E+001, 3.5833849E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9920630E+001, 4.8405717E+002, 0.0000000E+000,-1.6823431E+002,-2.8591236E+002,-1.7614691E+001, 1.3623544E-001, 0.0000000E+000, 0.0000000E+000, 1.9829818E+001, 1.2432047E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 1.9989870E+001, 4.6043543E+002, 0.0000000E+000,-1.6056732E+002,-2.9926007E+002,-1.7744955E+001, 1.3448518E-001, 0.0000000E+000, 0.0000000E+000,-1.1835114E+001,-1.7002438E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0051931E+001, 4.5927480E+002, 0.0000000E+000,-1.5915237E+002,-3.2617515E+002,-1.8131171E+001, 1.3584973E-001, 0.0000000E+000, 0.0000000E+000,-3.6631984E+001,-4.4048044E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0113993E+001, 4.6834769E+002, 0.0000000E+000,-1.6332450E+002,-3.5832451E+002,-1.7563135E+001, 1.3609827E-001, 0.0000000E+000, 0.0000000E+000,-6.7314318E+001,-7.0728356E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0160538E+001, 4.7687769E+002, 0.0000000E+000,-1.6458980E+002,-3.7419245E+002,-1.7774365E+001, 1.3540437E-001, 0.0000000E+000, 0.0000000E+000,-7.7671520E+001,-7.9543517E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0222599E+001, 4.8096119E+002, 0.0000000E+000,-1.6262329E+002,-3.6777659E+002,-1.7762117E+001, 1.3461326E-001, 0.0000000E+000, 0.0000000E+000,-7.0223851E+001,-6.7066192E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0284658E+001, 5.1681959E+002, 0.0000000E+000,-1.6972586E+002,-3.4965393E+002,-1.6759316E+001, 1.3321888E-001, 0.0000000E+000, 0.0000000E+000,-2.7121371E+001,-1.9186289E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0352291E+001, 5.4775858E+002, 0.0000000E+000,-1.8596887E+002,-3.2739261E+002,-1.6217007E+001, 1.3379855E-001, 0.0000000E+000, 0.0000000E+000, 1.7054379E+001, 1.8313889E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0406397E+001, 5.4935562E+002, 0.0000000E+000,-1.8751426E+002,-3.0827280E+002,-1.6438105E+001, 1.3535402E-001, 0.0000000E+000, 0.0000000E+000, 3.8159473E+001, 3.7265810E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0460501E+001, 5.2971185E+002, 0.0000000E+000,-1.7996173E+002,-2.9761047E+002,-1.7002175E+001, 1.3583357E-001, 0.0000000E+000, 0.0000000E+000, 3.9854430E+001, 3.5273318E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0528133E+001, 5.1699357E+002, 0.0000000E+000,-1.6796484E+002,-2.9538892E+002,-1.7939222E+001, 1.3590438E-001, 0.0000000E+000, 0.0000000E+000, 3.8670149E+001, 3.5836494E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0588993E+001, 5.0411849E+002, 0.0000000E+000,-1.6702872E+002,-3.0739469E+002,-1.8585611E+001, 1.3563805E-001, 0.0000000E+000, 0.0000000E+000, 1.8035224E+001, 1.1245106E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0641500E+001, 4.9816469E+002, 0.0000000E+000,-1.6542139E+002,-3.3662316E+002,-1.8678679E+001, 1.3688269E-001, 0.0000000E+000, 0.0000000E+000,-1.5944484E+001,-2.2421657E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0713697E+001, 4.7429281E+002, 0.0000000E+000,-1.5751470E+002,-3.6452178E+002,-1.8811722E+001, 1.3425405E-001, 0.0000000E+000, 0.0000000E+000,-5.8706411E+001,-6.6421143E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0771456E+001, 4.5613477E+002, 0.0000000E+000,-1.4630799E+002,-3.6660212E+002,-1.8440767E+001, 1.3379760E-001, 0.0000000E+000, 0.0000000E+000,-7.3359177E+001,-7.5082304E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0827593E+001, 4.5367044E+002, 0.0000000E+000,-1.4757714E+002,-3.4957064E+002,-1.7703184E+001, 1.3235555E-001, 0.0000000E+000, 0.0000000E+000,-6.1651740E+001,-6.1048176E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0891684E+001, 4.6124544E+002, 0.0000000E+000,-1.5413509E+002,-3.2711821E+002,-1.7362236E+001, 1.3197127E-001, 0.0000000E+000, 0.0000000E+000,-3.7141417E+001,-3.7238123E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
 2.0944237E+001, 4.6209666E+002, 0.0000000E+000,-1.6008065E+002,-3.0817126E+002,-1.7830547E+001, 1.3327533E-001, 0.0000000E+000, 0.0000000E+000,-2.3044624E+001,-2.3852519E+001, 0.0000000E+000, 4.2927100E-002, 0.0000000E+000
